response_id,grna_target,n_nonzero_trt,n_nonzero_cntrl,pass_qc,p_value,fold_change,se_fold_change,log_2_fold_change,significant,gene,control_detect_frac,control_mean_cpm,passes_expression_filter,expected_ko_direction,direction_matches_expectation
Alad,Alad,57,1972,True,0.584,1.04256868129934,0.0853129320941562,0.060142427224988,False,Alad,0.85197788175244,1.8233319702967354,True,negative,False
Emc9,Emc9,8,212,True,0.584,1.20395173775779,0.397835150450705,0.267777560624979,False,Emc9,0.09357720119098215,0.060544537203463915,True,negative,False
Fh1,Fh1,53,1839,True,0.588,0.966294507568458,0.0877987274608417,-0.0494651337210318,False,Fh1,0.7962569119523554,1.2399414226222705,True,negative,True
Gtf2i,Gtf2i,85,2163,True,0.588,1.0281279471163,0.0671484327436804,0.0400198143216548,False,Gtf2i,0.9357720119098193,2.5008434503646324,True,negative,False
Zmiz1,Zmiz1,66,2206,True,0.588,1.02054143335843,0.0682318514361195,0.0293347560965442,False,Zmiz1,0.9536367503190067,3.3372375707433437,True,negative,False
Copb1,Copb1,117,2179,True,0.596,1.0252067482883,0.0460534982191905,0.0359148801233449,False,Copb1,0.9421522756273862,2.694292390865724,True,negative,False
Prmt1,Prmt1,27,435,True,0.604,1.10230029888517,0.192821457767389,0.14051730983781,False,Prmt1,0.19055720969799975,0.13797231324451376,True,negative,False
Ndufs1,Ndufs1,38,1537,True,0.608,0.9362807715873,0.109936549148526,-0.0949868652552324,False,Ndufs1,0.6660995321139896,0.770260159654884,True,negative,True
Marveld1,Marveld1,22,800,True,0.612,1.0928333406793,0.192555974432789,0.128073403838498,False,Marveld1,0.3504891535516779,0.307151295089013,True,negative,False
Rgl1,Rgl1,10,201,True,0.616,1.18772135946283,0.395544844234567,0.248196418233391,False,Rgl1,0.08847299021692859,0.05612532123951117,True,negative,False
Cactin,Cactin,52,920,True,0.632,1.05494147539636,0.122638387833148,0.0771629652856056,False,Cactin,0.3989791578051867,0.3313944684856664,True,negative,False
Polg,Polg,37,1393,True,0.632,1.05398063308526,0.133842337645133,0.075848357669099,False,Polg,0.6022968949383202,0.6256661819128276,True,negative,False
Mettl16,Mettl16,113,1334,True,0.636,0.975374595300008,0.0746879675314229,-0.0359716985972399,False,Mettl16,0.5780518928115658,0.6095718522016679,True,negative,True
Naa40,Naa40,36,1371,True,0.636,1.06292100767932,0.120656681902787,0.08803438514388,False,Naa40,0.5950659293917443,0.6412153544685184,True,negative,False
Trim25,Trim25,74,1312,True,0.636,0.955522222331127,0.100030271563367,-0.0656386689121501,False,Trim25,0.5682688217779631,0.598554722406987,True,negative,True
Ppil1,Ppil1,53,1403,True,0.644,0.956489450311362,0.107708866712566,-0.064179038566279,False,Ppil1,0.6086771586558871,0.6641328180328755,True,negative,True
Nabp1,Nabp1,56,1386,True,0.652,1.03412752359321,0.120323771776784,0.0484141027818954,False,Nabp1,0.6022968949383202,0.7055043050696801,True,negative,False
Syf2,Syf2,93,2017,True,0.652,0.967818741848166,0.0628119494805045,-0.0471912175556825,False,Syf2,0.8711186729051409,1.6137313607002355,True,negative,True
Pex12,Pex12,59,795,True,0.66,1.05971112539152,0.116889532854366,0.0836710433134493,False,Pex12,0.3483623989791556,0.29351222679606215,True,negative,False
Ndufaf2,Ndufaf2,40,1503,True,0.664,0.945323923856466,0.121527680514426,-0.0811193282352378,False,Ndufaf2,0.6520629519353424,0.7830114911937294,True,negative,True
Serpinb9,Serpinb9,54,1351,True,0.664,0.956483350410366,0.134981695719206,-0.064188239216611,False,Serpinb9,0.5861335601871506,1.0124348571211668,True,negative,True
Prss36,Prss36,7,142,True,0.668,1.13644232885925,0.40083741692614,0.184524473438781,False,Prss36,0.06337728626116526,0.041083062569731585,True,negative,False
Mettl1,Mettl1,43,1272,True,0.672,1.03571961276355,0.138733352770591,0.0506334933478315,False,Mettl1,0.5521054870267935,0.5700910441240589,True,negative,False
Rpn2,Rpn2,58,2169,True,0.676,1.02860765091712,0.070196237663131,0.0406927897957533,False,Rpn2,0.9357720119098193,2.701247624465159,True,negative,False
Coasy,Coasy,26,975,True,0.68,0.912860201479892,0.155537064471074,-0.131534156993729,False,Coasy,0.424925563589959,0.361061088488721,True,negative,True
Eefsec,Eefsec,24,800,True,0.68,1.07251693282344,0.203811042078091,0.101000425074528,False,Eefsec,0.3483623989791556,0.2715820768772429,True,negative,False
Pnn,Pnn,83,1825,True,0.68,0.964015265482848,0.0802241607762763,-0.0528721027246282,False,Pnn,0.7898766482347884,1.2636324783523512,True,negative,True
Tmem33,Tmem33,82,1977,True,0.68,0.969710284077461,0.065451520102185,-0.044374310635277,False,Tmem33,0.8541046363249624,1.5159505463317382,True,negative,True
Uqcr11,Uqcr11,32,1217,True,0.68,1.05099869940248,0.147398306533008,0.071760883984439,False,Uqcr11,0.528711186729048,0.5171489366766343,True,negative,False
Nup37,Nup37,31,1192,True,0.684,1.03753463033517,0.149340006355229,0.0531594908489771,False,Nup37,0.5189281156954454,0.5709125853094864,True,negative,False
Parp12,Parp12,22,486,True,0.684,1.08565889708422,0.219916661639352,0.118570894316768,False,Parp12,0.21352615908124076,0.16475469165883913,True,negative,False
Insig2,Insig2,43,1771,True,0.688,1.04017226176575,0.105685398654069,0.0568224712657765,False,Insig2,0.7669076988515474,1.1307760646836265,True,negative,False
Nudt7,Nudt7,17,1098,True,0.688,0.903925339372357,0.175471160692616,-0.14572447818212,False,Nudt7,0.476393024244999,0.44703990117941234,True,negative,True
Socs2,Socs2,16,385,True,0.704,0.89828169656953,0.220534372895873,-0.154760157143216,False,Socs2,0.1692896639727766,0.12798837879699754,True,negative,True
Ell2,Ell2,37,1454,True,0.712,1.03091836701497,0.140526733332126,0.0439300978220223,False,Ell2,0.6307954062101192,0.7220655052259793,True,negative,False
Isy1,Isy1,111,1989,True,0.716,0.979622782509108,0.0538169979966254,-0.0297017686878927,False,Isy1,0.8592088472990159,1.7018953841146052,True,negative,True
Mta1,Mta1,55,1814,True,0.716,1.03118224664308,0.0979454148087864,0.0442993308559739,False,Mta1,0.7851977881752393,1.1698313653514667,True,negative,False
Stab1,Stab1,9,214,True,0.716,1.15087968343373,0.372878219559685,0.202737017495791,False,Stab1,0.09442790301999107,0.06667999130454393,True,negative,False
Cep120,Cep120,33,1500,True,0.72,0.951154986571878,0.101259475061927,-0.0722476537589651,False,Cep120,0.6495108464483156,0.7324283773181822,True,negative,True
Klhl26,Klhl26,25,1134,True,0.72,0.907055819204357,0.15331615203642,-0.140736759556503,False,Klhl26,0.49468311356869094,0.4956855956478753,True,negative,True
Zc3h8,Zc3h8,21,698,True,0.72,0.924999794160155,0.215427259966778,-0.112475050300744,False,Zc3h8,0.3058273075287093,0.24549841110069373,True,negative,True
Slc39a9,Slc39a9,47,1057,True,0.724,0.948597987326923,0.116590711468761,-0.0761312874825176,False,Slc39a9,0.4602296894938294,0.4016288143104674,True,negative,True
Fgfr2,Fgfr2,124,1775,True,0.728,0.948705919067181,0.0731822633536256,-0.0759671465812438,False,Fgfr2,0.7677584006805563,1.66631192133072,True,negative,True
Sdr39u1,Sdr39u1,11,219,True,0.732,1.14888858702509,0.332124635041685,0.200238900038206,False,Sdr39u1,0.09570395576350446,0.07289506970129644,True,negative,False
Ublcp1,Ublcp1,51,1322,True,0.732,0.955984367689763,0.0941192579682009,-0.0649410675190444,False,Ublcp1,0.5737983836665211,0.6170343676447585,True,negative,True
Anln,Anln,24,1323,True,0.736,0.996889534266203,0.148793991016859,-0.0044944470300366,False,Anln,0.575499787324539,1.5064972184378418,True,negative,True
Sertad3,Sertad3,15,503,True,0.736,1.08023440616767,0.26652033727429,0.11134440490871,False,Sertad3,0.22075712462781663,0.16563028436790883,True,negative,False
Mbd3,Mbd3,45,2194,True,0.74,1.0293604638508,0.0895210907264604,0.0417482770278254,False,Mbd3,0.9476818375159443,2.979003012263635,True,negative,False
Pex13,Pex13,115,1769,True,0.74,0.973411908259396,0.0647986269873173,-0.0388776709164273,False,Pex13,0.765631646108034,1.1058972430556842,True,negative,True
Ccser2,Ccser2,36,1134,True,0.744,0.950171811835946,0.138732230797222,-0.0737396870522105,False,Ccser2,0.4963845172267088,0.4902996445277791,True,negative,True
Slc25a30,Slc25a30,39,1640,True,0.744,0.964548917130439,0.111844449938765,-0.0520736884305834,False,Slc25a30,0.7107613781369583,0.9741374686418505,True,negative,True
Tbcb,Tbcb,98,2227,True,0.752,0.992202414181959,0.0403912220605874,-0.011293627352293,False,Tbcb,0.962143768609096,3.6085212671027285,True,negative,True
Fbxo11,Fbxo11,42,1658,True,0.756,1.03247099067377,0.101491564720957,0.0461012468272564,False,Fbxo11,0.7184176945980386,0.9103554587466255,True,negative,False
Aff4,Aff4,75,2223,True,0.76,0.982643913768712,0.053028958310904,-0.0252593811793634,False,Aff4,0.9608677158655826,3.557971684606605,True,negative,True
Bdp1,Bdp1,51,977,True,0.76,0.969177315973659,0.119206402217912,-0.0451674566223416,False,Bdp1,0.424925563589959,0.355587896653248,True,negative,True
Papss2,Papss2,19,571,True,0.76,0.87960643250543,0.203834681497394,-0.185069940319594,False,Papss2,0.2505316886431291,0.20716667075251502,True,negative,True
Sidt2,Sidt2,85,1638,True,0.76,0.979169963325154,0.0782747530483084,-0.0303687917858046,False,Sidt2,0.7090599744789404,0.8724100346769773,True,negative,True
Nkap,Nkap,27,1206,True,0.768,0.941746616943025,0.128305796653125,-0.0865891493303433,False,Nkap,0.5253083794130123,0.5201082404005314,True,negative,True
Grpel2,Grpel2,29,931,True,0.78,0.948080084263352,0.142287434073619,-0.076919166259877,False,Grpel2,0.40578477243725813,0.3410929268478033,True,negative,True
Pdcd5,Pdcd5,70,2111,True,0.78,1.02405955772576,0.0677922163221837,0.0342996226982312,False,Pdcd5,0.9119523606975694,2.1972736900113827,True,negative,False
Slc39a1,Slc39a1,79,2059,True,0.784,1.01681370128926,0.0687564431969572,0.0240553755114674,False,Slc39a1,0.8906848149723462,1.9492406350582805,True,negative,False
Abi1,Abi1,84,1952,True,0.788,0.97996343920579,0.0704261513997856,-0.0292001691905567,False,Abi1,0.8447469162058642,1.4819028248177357,True,negative,True
Anapc4,Anapc4,194,2029,True,0.792,1.00812874277858,0.0452722059109094,0.0116798895402009,False,Anapc4,0.8779242875372123,1.7203672021791712,True,negative,False
Smn1,Smn1,30,680,True,0.796,1.03858852456646,0.182025558969452,0.054624190193144,False,Smn1,0.2951935346660977,0.22651167128181346,True,negative,False
Rab20,Rab20,27,597,True,0.8,0.93398840581522,0.176484650585482,-0.098523453921061,False,Rab20,0.2607401105912362,0.2370913006893108,True,negative,True
Smco4,Smco4,18,387,True,0.8,1.07907295751793,0.240094751026572,0.10979241060073,False,Smco4,0.16843896214376766,0.12128481515581391,True,negative,False
Tram1,Tram1,67,2272,True,0.804,0.982603371599393,0.0542698762713219,-0.0253189054815388,False,Tram1,0.9838366652488236,5.626995850318835,True,negative,True
Tmem265,Tmem265,27,849,True,0.82,1.02528831442932,0.172980010590697,0.0360296573489631,False,Tmem265,0.3713313483623966,0.2903310025915273,True,negative,False
Ammecr1l,Ammecr1l,13,528,True,0.824,0.941382371794717,0.22999438944618,-0.087147257329135,False,Ammecr1l,0.23096554657592375,0.16295514603463152,True,negative,True
Ino80e,Ino80e,8,243,True,0.824,0.913731217670053,0.302596983301209,-0.130158249037356,False,Ino80e,0.1067630795406205,0.06342381335336135,True,negative,True
Sphk2,Sphk2,14,432,True,0.828,1.04635185812475,0.248336503475831,0.0653680701435594,False,Sphk2,0.18970650786899082,0.12313837145018088,True,negative,False
Abca2,Abca2,38,1075,True,0.832,0.95766965839563,0.124730284659232,-0.0624000009111464,False,Abca2,0.4674606550404053,0.44624537054134555,True,negative,True
Hsd17b12,Hsd17b12,38,1980,True,0.832,1.0225938667235,0.101402002057317,0.0322332782193123,False,Hsd17b12,0.8549553381539713,1.6966509684884508,True,negative,False
Kars,Kars,67,2035,True,0.836,0.99056517158716,0.061810859757604,-0.0136761983868886,False,Kars,0.8800510421097346,1.9365957082808802,True,negative,True
Mcee,Mcee,35,1252,True,0.848,0.962788560247123,0.138152134304358,-0.0547090949245517,False,Mcee,0.5435984687367043,0.5586774091821948,True,negative,True
Phtf2,Phtf2,11,442,True,0.848,0.933451348908677,0.294593900902797,-0.0993532631346059,False,Phtf2,0.19396001701403545,0.137247715680841,True,negative,True
Fam3a,Fam3a,20,644,True,0.852,0.937286075517012,0.192243523616716,-0.0934386449337508,False,Fam3a,0.28073160357294596,0.20051117033813584,True,negative,True
Pcbd2,Pcbd2,19,675,True,0.856,1.01241570532134,0.202387513974782,0.0178017928590158,False,Pcbd2,0.2951935346660977,0.22372316642125006,True,negative,False
Rack1,Rack1,62,2299,True,0.86,1.00027772211761,0.0429516557375322,0.0004006126948972,False,Rack1,0.9982985963419754,13.08026546167075,True,negative,False
Nr4a1,Nr4a1,7,227,True,0.864,0.920554837243044,0.317650637080785,-0.119424429735684,False,Nr4a1,0.09910676307954017,0.06183680754701451,True,negative,True
Epas1,Epas1,14,340,True,0.872,1.02846712822299,0.26800307209371,0.0404956833061573,False,Epas1,0.1471714164185445,0.09928656197863235,True,negative,False
Frk,Frk,34,1390,True,0.872,0.97572334642028,0.135021841737938,-0.0354559464083623,False,Frk,0.6031475967673291,0.7067938915804174,True,negative,True
Zxdc,Zxdc,44,1208,True,0.872,1.01904147394146,0.133449017205632,0.0272127689051625,False,Zxdc,0.5261590812420213,0.5309439054418095,True,negative,False
Zfp292,Zfp292,29,906,True,0.876,0.971948856261926,0.149957319595605,-0.0410476933593196,False,Zfp292,0.39430029774563763,0.34887972963042585,True,negative,True
Rsbn1,Rsbn1,22,906,True,0.88,0.972228800074707,0.199015275709254,-0.0406322235570595,False,Rsbn1,0.39515099957464656,0.34785466006969484,True,negative,True
H2-D1,H2-D1,25,552,True,0.884,1.02476070337664,0.201237855047536,0.035287058650667,False,H2-D1,0.24159931943853533,0.17206054353937802,True,negative,False
Mthfd1l,Mthfd1l,31,1269,True,0.884,0.981424960908077,0.131761137078622,-0.0270501304708749,False,Mthfd1l,0.5504040833687757,0.6048265220433845,True,negative,True
Zfp212,Zfp212,18,681,True,0.884,1.0249366522825,0.21978720052135,0.0355347445969506,False,Zfp212,0.29732028923862003,0.22757127637819513,True,negative,False
Tmem175,Tmem175,28,439,True,0.888,0.991233953244842,0.153922418177004,-0.0127024891895111,False,Tmem175,0.19268396427052206,0.14283812923050687,True,negative,True
Mphosph10,Mphosph10,113,1827,True,0.892,1.01257294792054,0.0632838287744049,0.0180258465772066,False,Mphosph10,0.7907273500637974,1.3614525935931796,True,negative,False
Urm1,Urm1,63,1372,True,0.892,0.984454096697999,0.102763681285897,-0.0226041574350849,False,Urm1,0.5946405784772398,0.6116056968819251,True,negative,True
Atp5j,Atp5j,36,2165,True,0.896,1.01091828235447,0.0821125390375763,0.0156663816061163,False,Atp5j,0.9349213100808104,2.578960445244742,True,negative,False
Cldn12,Cldn12,69,1767,True,0.896,0.976719467321268,0.0830078628969243,-0.0339838430529574,False,Cldn12,0.7647809442790251,1.1780035918328435,True,negative,True
Rlim,Rlim,80,2092,True,0.896,1.00773593201774,0.0543213587010679,0.0111176433230534,False,Rlim,0.9047213951509935,2.1706799536309873,True,negative,False
Tspan7,Tspan7,19,647,True,0.896,1.01591491217018,0.258235052586294,0.022779574422401,False,Tspan7,0.2824330072309638,0.2569986529845429,True,negative,False
Pkm,Pkm,157,2232,True,0.9,0.991813358950748,0.0434275499932524,-0.0118594374305147,False,Pkm,0.9659719268396362,4.516593772660818,True,negative,True
Efna5,Efna5,14,420,True,0.904,0.986111617998327,0.268725953929213,-0.0201771403543782,False,Efna5,0.18332624415142387,0.12326088700875516,True,negative,True
Irf1,Irf1,21,501,True,0.904,0.950722783213407,0.194274061780405,-0.0729033611472758,False,Irf1,0.21905572096979878,0.17011701523990588,True,negative,True
Chchd1,Chchd1,134,2060,True,0.908,0.990559154347586,0.0499481976475026,-0.0136849621394501,False,Chchd1,0.8915355168013551,1.9382865373375417,True,negative,True
Lyrm9,Lyrm9,16,858,True,0.928,1.00846451589795,0.246818363473102,0.0121603217905519,False,Lyrm9,0.3738834538494234,0.32427249915312056,True,negative,False
Gatad1,Gatad1,34,2053,True,0.932,0.985146704267614,0.0919664435575292,-0.0215895137096536,False,Gatad1,0.8902594640578417,1.8669632105113274,True,negative,True
Ska1,Ska1,23,277,True,0.932,0.973943087980929,0.185566980672549,-0.038090623489983,False,Ska1,0.1229264142917901,0.08033907885407404,True,negative,True
Fdft1,Fdft1,32,1471,True,0.94,0.995358825701418,0.170494316154833,-0.0067113855748401,False,Fdft1,0.6371756699276862,1.1006916263651045,True,negative,True
Ifih1,Ifih1,28,627,True,0.944,0.979716565446619,0.163167479623631,-0.0295636607290937,False,Ifih1,0.27520204168438794,0.22815892847997418,True,negative,True
Ostm1,Ostm1,29,1001,True,0.944,0.967177903892948,0.179908470022325,-0.0481468096760553,False,Ostm1,0.43683538919608395,0.411716353444819,True,negative,True
Ate1,Ate1,37,752,True,0.948,1.005323668433,0.146012630236136,0.0076600582858103,False,Ate1,0.3287962569119503,0.25383033849522824,True,negative,False
Flcn,Flcn,27,416,True,0.952,1.00270948417995,0.182205885421054,0.0039036733041887,False,Flcn,0.18205019140791048,0.12934822258414583,True,negative,False
Sub1,Sub1,39,1399,True,0.952,1.02230342346213,0.136542621827521,0.0318234570926805,False,Sub1,0.6078264568268782,0.6517268893896473,True,negative,False
Arl14ep,Arl14ep,55,1407,True,0.956,1.01103166432031,0.109547561354958,0.0158281814570729,False,Arl14ep,0.6099532113994005,0.6937961900460448,True,negative,False
Tcf3,Tcf3,25,891,True,0.964,0.995664617664978,0.188500744550326,-0.0062682320255323,False,Tcf3,0.38834538494257514,0.3205353390893881,True,negative,True
Alg11,Alg11,26,539,True,0.968,0.984397689790609,0.180658583679189,-0.0226868228405197,False,Alg11,0.2360697575499773,0.17589068366497218,True,negative,True
Ifi35,Ifi35,47,1329,True,0.968,1.00363259245783,0.107461728427108,0.0052312274079319,False,Ifi35,0.5767758400680524,0.6263327772638363,True,negative,False
Ints10,Ints10,82,1665,True,0.976,0.991816885153528,0.0771279208074881,-0.0118543082132334,False,Ints10,0.719693747341552,0.9571358709027548,True,negative,True
Urb2,Urb2,34,903,True,0.976,1.01053617127516,0.130475631457203,0.0151209626729543,False,Urb2,0.39302424500212424,0.3338297844928828,True,negative,False
Cfdp1,Cfdp1,146,2062,True,0.98,1.00174460829955,0.0506644684436965,0.0025147447570523,False,Cfdp1,0.8915355168013551,1.8885239893500239,True,negative,False
Abhd5,Abhd5,38,1210,True,0.992,0.993157666845517,0.138851074452121,-0.0099053266606165,False,Abhd5,0.5261590812420213,0.5010566980491841,True,negative,True
Ap1b1,Ap1b1,50,1907,True,0.992,1.00424547957176,0.0779757304507909,0.0061119673688639,False,Ap1b1,0.8264568268821723,1.3284321218928126,True,negative,False
Ppp4r3b,Ppp4r3b,70,2010,True,0.996,0.99166012427752,0.0786441543767582,-0.0120823503209245,False,Ppp4r3b,0.8681412165036096,1.6549371641101966,True,negative,True
Cdk5rap1,Cdk5rap1,4,149,False,,,,,,Cdk5rap1,0.06465333900467865,0.039510342780139054,True,negative,False
Cebpa,Cebpa,6,319,False,,,,,,Cebpa,0.1403658017864731,0.0974459747734439,True,negative,False
Gpatch3,Gpatch3,5,247,False,,,,,,Gpatch3,0.1067630795406205,0.06646373668879949,True,negative,False
Isg15,Isg15,5,187,False,,,,,,Isg15,0.0825180774138661,0.06913820420002396,True,negative,False
Nsa2,Nsa2,6,192,False,,,,,,Nsa2,0.08336877924287503,0.05398688765039862,True,negative,False
Srrm4,Srrm4,2,192,False,,,,,,Srrm4,0.08464483198638842,0.053656966438516314,True,negative,False
Tcta,Tcta,5,168,False,,,,,,Tcta,0.0744364100382813,0.04798797653465824,True,negative,False
Thap3,Thap3,3,176,False,,,,,,Thap3,0.07698851552530808,0.051201890994509947,True,negative,False
Ubd,Ubd,1,151,False,,,,,,Ubd,0.06763079540620989,0.07147875584395566,True,negative,False
Xk,Xk,6,241,False,,,,,,Xk,0.10803913228413389,0.07040277745796387,True,negative,False
