response_id,grna_target,n_nonzero_trt,n_nonzero_cntrl,pass_qc,p_value,fold_change,se_fold_change,log_2_fold_change,significant
Ifi35,Ifi35,47,1329,True,0.968,1.00363259245783,0.107461728427108,0.0052312274079319,False
Ints10,Ints10,82,1665,True,0.976,0.991816885153528,0.0771279208074881,-0.0118543082132334,False
Urb2,Urb2,34,903,True,0.976,1.01053617127516,0.130475631457203,0.0151209626729543,False
Cfdp1,Cfdp1,146,2062,True,0.98,1.00174460829955,0.0506644684436965,0.0025147447570523,False
Abhd5,Abhd5,38,1210,True,0.992,0.993157666845517,0.138851074452121,-0.0099053266606165,False
Ap1b1,Ap1b1,50,1907,True,0.992,1.00424547957176,0.0779757304507909,0.0061119673688639,False
Ppp4r3b,Ppp4r3b,70,2010,True,0.996,0.99166012427752,0.0786441543767582,-0.0120823503209245,False
Cdk5rap1,Cdk5rap1,4,149,False,,,,,
Cebpa,Cebpa,6,319,False,,,,,
Gpatch3,Gpatch3,5,247,False,,,,,
Isg15,Isg15,5,187,False,,,,,
Nsa2,Nsa2,6,192,False,,,,,
Srrm4,Srrm4,2,192,False,,,,,
Tcta,Tcta,5,168,False,,,,,
Thap3,Thap3,3,176,False,,,,,
Ubd,Ubd,1,151,False,,,,,
Xk,Xk,6,241,False,,,,,
