names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,cluster
Cnn3,30.111914,0.49365067,3.383578881229392e-199,5.377070772087042e-196,0.9961046188091264,0.9882449859003201,6
Mgst1,30.071804,1.0521644,1.1327745463779872e-198,1.6616931230329398e-195,0.9432387312186978,0.7944932036374006,6
Fam149a,29.828749,0.6501282,1.6562894576112447e-195,2.2561028540461736e-192,0.9877573734001113,0.9522511960964481,6
Comt,29.656647,0.67770094,2.7841459728062254e-193,3.5395775800943145e-190,0.9894268224819143,0.9543106999144514,6
Jund,29.47882,0.80450916,5.379940878666149e-191,6.412217034760217e-188,0.9782971619365609,0.909698678749089,6
Palmd,29.219414,1.1270252,1.0991886551809244e-187,1.2330310384882486e-184,0.890929326655537,0.718291562371281,6
Sparc,29.184538,0.77345854,3.0471306500270133e-187,3.2282656386675083e-184,0.9833055091819699,0.9395139570989512,6
Dstn,28.987347,0.56886876,9.499670466090553e-185,9.534669252018255e-182,0.996661101836394,0.9846646177244067,6
Sorbs2,28.479074,0.5652441,2.1278541859852095e-178,2.0289089663368973e-175,0.9977740678909294,0.986502328823548,6
Optn,27.28255,0.8239656,6.8330601188056625e-164,4.6538020166294275e-161,0.9187534780189204,0.7944615189632774,6
Ddit3,32.201984,3.4868803,1.655582960773667e-227,2.1497036367579456e-223,0.9650655021834061,0.469209726443769,7
Gadd45a,32.1924,2.811508,2.2545397344079136e-227,2.1497036367579456e-223,0.9847161572052402,0.6129179331306991,7
Trib3,31.577724,3.6137228,7.467512845921777e-219,4.74684899905761e-215,0.9323144104803494,0.3015501519756839,7
Eif4ebp1,30.393814,1.4694889,6.630494081581806e-203,3.161088053394126e-199,0.9934497816593887,0.9498176291793313,7
Chchd10,30.213533,3.78314,1.5730904181977632e-200,5.999766855006269e-197,0.9017467248908297,0.31638297872340426,7
Sqstm1,29.852139,2.295123,8.23536258218235e-196,2.6174727407036234e-192,0.9737991266375546,0.7503343465045593,7
Cyb5r1,29.70548,2.4847648,6.52399229699752e-194,1.7773219014820387e-190,0.9475982532751092,0.6517933130699088,7
Lonp1,28.786907,1.5422059,3.128523474667483e-182,7.457617832738612e-179,0.9868995633187773,0.8775683890577508,7
Ghitm,28.41863,1.1971788,1.1903309571078627e-177,2.522179039116327e-174,0.9912663755458515,0.9744376899696049,7
Trp53inp1,27.823433,2.1205912,2.258779981008855e-170,4.307493423783886e-167,0.980349344978166,0.7859270516717325,7
Eprs,27.254343,1.0124147,1.4761412818237755e-163,2.559092204034491e-160,0.9956331877729258,0.9777507598784194,7
Wars1,26.963795,1.9019085,3.9308734460729024e-160,6.246813051384188e-157,0.9454148471615721,0.719483282674772,7
Tcea1,26.38219,1.2199041,2.193702171489525e-153,3.2179923392542497e-150,0.9847161572052402,0.9430091185410334,7
Aldh1l2,26.366375,5.5460014,3.3311704380433544e-153,4.5375300181061975e-150,0.740174672489083,0.04680851063829787,7
Rbp4,26.194088,2.01852,3.1032516836018506e-151,3.945267307085819e-148,0.9672489082969432,0.7524012158054711,7
Vegfa,26.001482,2.6728356,4.7646859497199215e-149,5.575809764187486e-146,0.8733624454148472,0.3453799392097264,7
Ppp1r15a,25.999857,3.1268048,4.970569795028173e-149,5.575809764187486e-146,0.8296943231441049,0.29425531914893616,7
Got1,25.67279,1.5252339,2.353746818428906e-145,2.4936639904132907e-142,0.9694323144104804,0.8344680851063829,7
Aldh18a1,25.103848,1.6214433,4.514720391994078e-139,4.3047858937663534e-136,0.9519650655021834,0.7764437689969604,7
Snai2,24.98322,2.158236,9.30462031386271e-138,8.449481399302947e-135,0.8973799126637555,0.531580547112462,7
Cox7b,9.174615,0.15891099,4.5318959595278405e-20,2.4406454659191166e-19,0.8431372549019608,0.9934447028970184,8
Rack1,5.9971423,-0.06409685,2.00819810087188e-09,5.8962798743074296e-09,0.8784313725490196,0.9981874754553968,8
Tmsb10,5.7281365,0.047350135,1.015398099757435e-08,2.8789238421609108e-08,0.8431372549019608,0.9950759749871613,8
Fth1,5.667668,0.045142904,1.4475437277158742e-08,4.076895419811213e-08,0.9215686274509803,0.998852067788418,8
mt-Atp8,5.1823072,0.24658662,2.191576359458484e-07,5.890537163477561e-07,0.7294117647058823,0.9800924387517748,8
Slc25a5,4.5542746,-0.09113514,5.256671944369441e-06,1.331448186732969e-05,0.9058823529411765,0.9964051596532036,8
Eif4g2,4.384791,-0.086341314,1.1609715841343011e-05,2.8967327109042424e-05,0.9333333333333333,0.9990937377276984,8
mt-Nd1,4.3614078,0.09098396,1.2922827933716044e-05,3.216370773896698e-05,0.8431372549019608,0.9946832613358306,8
Ybx3,4.1333094,-0.07507545,3.575766322867638e-05,8.75800973247956e-05,0.8117647058823529,0.986436274657886,8
mt-Nd2,3.9967144,0.02483483,6.42277284595472e-05,0.0001553752101640955,0.803921568627451,0.9939280427755792,8
Anxa3,3.745667,-0.059381768,0.0001799151671043262,0.00042790998212515597,0.9019607843137255,0.9937165815787089,8
Eef1b2,3.5090008,-0.19166192,0.0004497937094827552,0.001050528602551885,0.8941176470588236,0.9987614415611878,8
Pdap1,3.4759886,-0.16302598,0.0005089739291107422,0.0011846860525011418,0.6470588235294118,0.9665287134096607,8
Tma7,3.3404117,-0.25549614,0.0008365425783751053,0.0019257444434588676,0.7607843137254902,0.9922665619430263,8
Ndufa1,3.167361,-0.2715871,0.00153829263667071,0.0034989552220074474,0.7568627450980392,0.9938374165483491,8
Dynll1,2.8541996,-0.2596416,0.004314541747585974,0.009651414794893199,0.7725490196078432,0.9922061444582062,8
Tpt1,2.7831585,0.09865313,0.0053832486688433715,0.011984421213500246,1.0,0.9999093737727699,8
mt-Co3,2.5881443,0.12059619,0.009649455222896126,0.021217008082627595,0.6784313725490196,0.9708183548318884,8
mt-Co2,2.4267004,-0.048922032,0.01523683921418358,0.03310167735412176,0.8431372549019608,0.9954384798960819,8
Txn1,2.371323,-0.31366113,0.01772452455592553,0.038383679682205296,0.8235294117647058,0.9945926351086004,8
Zfp385a,9.84068,3.2634904,7.52005316828199e-23,6.020861506296403e-19,1.0,0.4900813300921341,9
Perp,9.826563,1.8943012,8.652166339399915e-23,6.020861506296403e-19,1.0,0.9766213498994628,9
Pmm1,9.817441,2.738475,9.471727592495654e-23,6.020861506296403e-19,1.0,0.684283184778368,9
Ak1,9.654066,4.0573435,4.724457996467805e-22,2.2523853498160263e-18,0.972972972972973,0.20914738453227694,9
Ccng1,9.517526,1.5483029,1.7735196918626836e-21,6.764204104764275e-18,1.0,0.9928273461180637,9
Ddit4l,9.4944315,3.4422567,2.2141674593405128e-21,7.03736224160393e-18,0.972972972972973,0.29999099666876744,9
Prrg4,9.446979,2.6518927,3.4875059813668446e-21,9.500962723523674e-18,1.0,0.7097326010623931,9
Ckap2,9.428189,2.821594,4.172283929572244e-21,9.945681817117838e-18,1.0,0.57939437591909,9
Aaas,9.413867,2.003214,4.782133200373363e-21,1.0132808903457781e-17,1.0,0.8424116923261606,9
Gtse1,9.348684,2.5859928,8.874504725453098e-21,1.6923680511439056e-17,1.0,0.7018696917859608,9
Dnajc9,9.301864,2.339021,1.3800504830331288e-20,2.3925057010401606e-17,1.0,0.8172623870832207,9
Mybl1,9.236817,3.6038208,2.5393730174901333e-20,4.03548695362807e-17,0.972972972972973,0.30449266228504546,9
Cdc42bpg,9.205354,2.9516518,3.4054792213211324e-20,4.995576057738e-17,0.972972972972973,0.4627712253533808,9
Serpine2,9.031208,1.999717,1.697862797588148e-19,2.312731682143284e-16,1.0,0.9139581645208728,9
Bloc1s2,8.897572,1.613622,5.708170348361056e-19,7.256987236216356e-16,1.0,0.9445995018156718,9
Dcxr,8.818604,2.9989748,1.1589505799030045e-18,1.3813242224218935e-15,0.9459459459459459,0.5149605353980973,9
Mdm2,8.747153,2.4101818,2.1880326469864612e-18,2.4544577987077536e-15,1.0,0.873353140662045,9
Fas,8.684481,2.9831977,3.80475324010582e-18,4.0309246827121105e-15,0.9459459459459459,0.4436541520362534,9
Abhd4,8.499575,2.087342,1.9028676895931317e-17,1.909878254765317e-14,1.0,0.7285495633384352,9
Cpt1c,8.285117,3.758091,1.179928103786986e-16,1.097790455618009e-13,0.8648648648648649,0.15080579814531378,9
