names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
Phactr4,3.4680145,0.1397919,0.0005243190510877896,1.0,0.601606088947657
Tm9sf2,3.443228,0.07830297,0.0005748144334529745,1.0,0.904311929564292
Fam32a,3.362381,0.0623012,0.0007727340519924538,1.0,0.9740058696423388
Hira,3.3460271,0.11278998,0.0008197838981061739,1.0,0.7055503595962203
Timm8b,3.0615716,0.046720393,0.002201783196125705,1.0,0.978520979133744
Eapp,2.876082,0.08111113,0.004026451040707535,1.0,0.7550553100912697
Asxl1,2.8636265,0.107126065,0.004188214477643452,1.0,0.6415325571645112
Naa38,2.8262315,0.07175831,0.004709922255625322,1.0,0.9134711516754281
Ppfibp1,2.8100386,0.04800183,0.00495355761986267,1.0,0.9260489566871997
Cox4i1,2.7879865,0.08968541,0.005303673928657083,1.0,0.751056213113168
Crbn,2.7190452,0.07439091,0.00654706495631434,1.0,0.8490340890766601
Pqbp1,2.7036188,0.06251517,0.006858894472252365,1.0,0.8847679556229239
Casp7,2.701646,0.10657578,0.006899716047869739,1.0,0.5725481342922566
Aldh1l1,2.7003522,0.19861928,0.006926612125431684,1.0,0.3044796336311156
Ndufab1,2.6930358,0.06550783,0.007080463909123647,1.0,0.9261134582513626
Sft2d2,2.684548,0.07368115,0.007262796795186697,1.0,0.7821782178217822
Sbno1,2.6762142,0.09510093,0.007445901173365598,1.0,0.6501112651981811
Asnsd1,2.6639876,0.067584254,0.007722038350677752,1.0,0.8998613216370497
Zfp35,2.6593573,0.112411894,0.007828991250414098,1.0,0.5484568000774018
Zfand3,2.6406963,0.058107473,0.008273585463998359,1.0,0.9745863837198052
Maf,2.6357303,0.16799144,0.008395642758421872,1.0,0.31670268003999097
Slc30a1,2.589222,0.17358887,0.009619309902552265,1.0,0.36611087818879606
Pptc7,2.5725412,0.16881794,0.010095490536237064,1.0,0.36072499758119136
Tmem120a,2.526336,0.13146247,0.0115259164020555,1.0,0.46695907375753865
Brat1,2.5254152,0.16129045,0.011556163435321211,1.0,0.35904795691295516
Nubp1,2.5042741,0.06816049,0.012270290567832338,1.0,0.8157512819685877
Glyr1,2.4949765,0.058358975,0.01259654772107525,1.0,0.8575160447640855
Otud7b,2.4610689,0.12127352,0.01385237430769052,1.0,0.5054020059986455
Uqcr10,2.4284542,0.038956016,0.015163337453817951,1.0,0.9484309994517367
Plekha2,2.4254165,0.17152138,0.015290833159445221,1.0,0.3296352436546586
Son,2.4240603,0.056352608,0.01534805578818986,1.0,0.9203728190408618
Chchd2,2.4063635,0.033311356,0.01611222423703976,1.0,0.9848421324217113
Aip,2.3984275,0.059106432,0.01646563473944372,1.0,0.8997323185087238
Cyth2,2.3899407,0.057119366,0.01685109612192389,1.0,0.8708678685458122
Prdx2,2.386473,0.049177747,0.017010855256698484,1.0,0.9392395265585191
Cadm1,2.3862453,0.0485889,0.017021391875331547,1.0,0.9332408810913665
Ep300,2.3783505,0.06504322,0.01739028923946904,1.0,0.829973876866514
Copg2,2.375625,0.07591921,0.01751926735466211,1.0,0.7002289805527784
Mat2b,2.3623009,0.047205772,0.018161899230394723,1.0,0.8797690844002967
Ttll1,2.3573682,0.11864166,0.018404989256254025,1.0,0.45041442254974684
Ppp5c,2.3433356,0.056487802,0.019112185941130164,1.0,0.9019253716902635
Gimap9,2.3372889,0.09708977,0.019424168509638417,1.0,0.6454026510142871
Cebpz,2.3338623,0.10917754,0.019602930299339964,1.0,0.4526397265133679
Set,2.3286288,0.22452183,0.019878742899599965,1.0,0.23291514819234366
Naa25,2.3234339,0.07641736,0.020155851075227434,1.0,0.639371754765053
Vapb,2.3199952,0.06512761,0.020341135265220793,1.0,0.8548069790692424
Usp21,2.3079786,0.09636716,0.021000330288382822,1.0,0.5123036733640791
Gpr135,2.3040788,0.40230733,0.021218217268327445,1.0,0.14312897087754378
Card10,2.3040779,0.05886275,0.02121827960616702,1.0,0.9084722804528009
Ndufa6,2.299566,0.08475085,0.021472816066259684,1.0,0.6932950624052633
Cbr4,2.2851725,0.11216529,0.022302716593933965,1.0,0.4736994872125649
Acin1,2.2846494,0.052049953,0.0223333978212355,1.0,0.9240816589802303
Rnf111,2.2810895,0.08463094,0.0225431496214139,1.0,0.6316315670655014
Slc25a32,2.274152,0.08289946,0.02295684438905906,1.0,0.6085077563130906
Sh2b1,2.2705045,0.12811776,0.023176988761804126,1.0,0.4381913761408714
Ier5,2.2574637,0.0845392,0.0239791111046342,1.0,0.6297287709226949
Maged1,2.2562299,0.08375592,0.024056244715836665,1.0,0.6702035024349341
Unc45a,2.251286,0.06932901,0.024367426615245744,1.0,0.6368884445447802
Zbtb8os,2.2466066,0.08010004,0.024665177117503597,1.0,0.620730802721966
Micos10,2.246069,0.0552199,0.024699584454591705,1.0,0.784726029606218
Pak1ip1,2.24052,0.053174283,0.025057184305411054,1.0,0.8942496855548747
Lrrc47,2.2334805,0.06505783,0.02551728421892725,1.0,0.7329635243654659
Pex14,2.2295296,0.10008048,0.025778688947962695,1.0,0.593575644209372
Ints3,2.226192,0.08639908,0.026001328624764678,1.0,0.5392330764021027
Ube2b,2.2257133,0.03589796,0.02603339722811232,1.0,0.9912277872738414
Rnf103,2.2155125,0.14364888,0.02672490623040011,1.0,0.3681426774599284
Man2c1,2.2146072,0.087338656,0.02678703100209141,1.0,0.6276324700873996
Dnajc30,2.213902,0.1435627,0.02683552136215978,1.0,0.344696358886703
Rapgef6,2.2108853,0.0650496,0.02704377897998235,1.0,0.7971748314896636
Itm2b,2.2107887,0.058100935,0.02705047296742378,1.0,0.892121133937498
Lsg1,2.2093425,0.093636565,0.02715082294710772,1.0,0.5638726739123424
Wrap73,2.200638,0.22034177,0.02776166247354316,1.0,0.24142935466185056
Hgfac,2.1968172,0.16263859,0.028033506743613896,1.0,0.283935885445222
Eif3d,2.1855724,0.031759858,0.02884690317641243,1.0,0.974779888412294
Rnf2,2.1834,0.119802065,0.029006375358217883,1.0,0.47824684748605156
Tax1bp3,2.1729126,0.031260464,0.029786894841591346,1.0,0.974296126681072
Aph1a,2.1701803,0.07148855,0.029993190947693513,1.0,0.7722772277227723
Eif4a1,2.168713,0.052010793,0.030104476225096204,1.0,0.806624310639533
Zfp758,2.1665895,0.169416,0.03026617766102629,1.0,0.3148966362434289
Capzb,2.161929,0.03758929,0.030623659038461766,1.0,0.9509788112361724
Cant1,2.1566374,0.09851646,0.031033921470384373,1.0,0.5835456509820364
Zeb1,2.1465857,0.07950951,0.031826285508734196,1.0,0.5082400748218144
Bloc1s6,2.1433268,0.07099111,0.03208686467308263,1.0,0.6105718063663044
Rab18,2.1424627,0.032373574,0.032156267626249804,1.0,0.972909343051569
Lbp,2.1368425,0.085793495,0.0326108011034355,1.0,0.6406295352662302
Atg7,2.1363328,0.08282232,0.032652303395286304,1.0,0.6131196181507401
Samd1,2.1349354,0.15922968,0.03276628236933485,1.0,0.2970619537523785
Abhd4,2.1328773,0.07445306,0.03293479072868996,1.0,0.7302544586706228
Dyrk2,2.132635,0.10950935,0.03295466393069958,1.0,0.3765601315831909
Fastkd1,2.1312158,0.13620095,0.03307137490971136,1.0,0.340955268165253
Yipf4,2.1292808,0.0693703,0.0332310294834499,1.0,0.7470571161350663
Cuedc2,2.1227088,0.06566083,0.033778257664871456,1.0,0.7628599993549844
Rab5a,2.1194644,0.07554441,0.03405123268262493,1.0,0.7153868481310672
Psenen,2.1141953,0.041760277,0.03449858985889424,1.0,0.9105685812880963
Pex2,2.1140242,0.06706248,0.034513195740255145,1.0,0.8859934853420195
Arfip1,2.1054442,0.067886114,0.035252670623704685,1.0,0.7774373528558067
Bod1,2.1023974,0.086343855,0.03551847731424164,1.0,0.5619698777695359
Atp2c1,2.0968804,0.09065753,0.036004150264460466,1.0,0.5383945560679847
Anapc7,2.0949535,0.12248208,0.03617512758046738,1.0,0.4456735575837714
Arhgap10,2.0870318,0.092158146,0.03688524637657952,1.0,0.47905311703808817
Mcl1,2.0820038,0.043280777,0.0373421226589406,1.0,0.9508175573257651
Paf1,2.0806577,0.06203661,0.03746525508385729,1.0,0.7493146708807689
Farp2,2.0723262,0.101304814,0.038235026473927576,1.0,0.5568742542006644
Gabarapl2,2.0703993,0.0653474,0.03841497902599065,1.0,0.7389944206146999
Cox7a2,2.069354,0.081663385,0.03851287941219816,1.0,0.5748379398200406
Dnajc7,2.0689163,0.05788614,0.038553933584102515,1.0,0.8210726610120296
Stard3,2.066595,0.080779195,0.03877233069420956,1.0,0.5995420388944432
Fam210b,2.0577128,0.09326131,0.03961771802311647,1.0,0.6000580514077466
Ldb1,2.0564842,0.064253844,0.03973585916224228,1.0,0.8870255103686264
Oga,2.0482328,0.049454752,0.0405371865035282,1.0,0.8870577611507079
Ascc1,2.0473654,0.098692074,0.04062221924109494,1.0,0.533363434063276
Atp5l,2.0455773,0.033807594,0.04079798799661226,1.0,0.9421420969458509
Map1lc3b,2.040037,0.038005136,0.04134664073662591,1.0,0.9821975682910311
Plxnd1,2.0362406,0.10277734,0.041726199568944876,1.0,0.3964266133453736
Tmem208,2.0357008,0.07783822,0.04178040721868062,1.0,0.5709033444061018
Tmem186,2.0351155,0.18560334,0.04183925529755784,1.0,0.24578321024284838
Gas8,2.0336394,0.11036939,0.041987971285952885,1.0,0.42106621085561324
Rbm28,2.033535,0.05102462,0.04199850686694163,1.0,0.8803173476956816
Ppid,2.028288,0.058432974,0.042530864671271325,1.0,0.7456058309414003
Nudt3,2.0276382,0.050706673,0.042597185000956196,1.0,0.7743735285580675
Fbxo28,2.0271327,0.073848866,0.04264882792287278,1.0,0.6056696874899217
Sdf2,2.0252614,0.10074218,0.042840538291290725,1.0,0.38910568581288096
Grcc10,2.0238218,0.06456101,0.042988485511243714,1.0,0.9258232012126294
Ndufa1,2.0224469,0.026758028,0.0431302147131656,1.0,0.9920663076079594
Ndufa7,2.0185592,0.063730605,0.0435330410813131,1.0,0.7639887767278356
Lonp2,2.017774,0.07357905,0.043614796662423315,1.0,0.653433095752572
Tmem234,2.0084097,0.04992592,0.04459976950854777,1.0,0.7825652272067598
C1galt1c1,2.0075166,0.051798288,0.04469467133546095,1.0,0.7901441609959041
Hnrnpf,2.0011647,0.05977142,0.04537465263994186,1.0,0.7679556229238559
Cox7a2l,2.0007992,0.046013147,0.045414034103013784,1.0,0.9329828748347148
E4f1,1.9998606,0.13155927,0.045515313052718845,1.0,0.2880962363337311
Npm1,1.996483,0.07562706,0.04588137388788013,1.0,0.6206017995936401
Uba3,1.9926877,0.052478768,0.046295651536099096,1.0,0.8096236333731093
Hltf,1.9876817,0.10572307,0.04684689367787041,1.0,0.3631760570193827
Ptar1,1.9838988,0.051258553,0.04726712943369376,1.0,0.9348534201954397
Rbbp5,1.9807444,0.072333515,0.0476199511764982,1.0,0.6490147386074112
Map3k20,1.9765936,0.050106555,0.04808758089324992,1.0,0.85519398845422
Rhot1,1.9722741,0.070872985,0.04857832202297435,1.0,0.7179991614796659
Metap1,1.9686455,0.061971936,0.04899381879908532,1.0,0.7827909826813301
Ppp6r2,1.9657587,0.07896711,0.04932648604787193,1.0,0.5101751217467023
Cfap97,1.9651756,0.1546893,0.049393914659919796,1.0,0.2640049021188764
Gstz1,1.964236,0.11226657,0.04950273375134258,1.0,0.4826007030670494
Sec22a,1.9556991,0.090560585,0.05050061051486418,1.0,0.5233011900538588
Dennd1b,1.952086,0.06832445,0.050927996766514785,1.0,0.5901570613087367
Mtf2,1.9480453,0.11737947,0.05140954917193362,1.0,0.4911149095365563
Clcc1,1.9455462,0.09268136,0.05170927891448345,1.0,0.5283645628406489
Nkain1,1.9367805,0.20624249,0.05277218065661537,1.0,0.24181636404682813
Msantd4,1.9364629,0.13097103,0.05281103973905189,1.0,0.2758086883606927
Limd2,1.9311436,0.05700857,0.05346528634847591,1.0,0.8301996323410843
Ranbp6,1.9301641,0.088584706,0.05358651540088456,1.0,0.4601541587383494
Lpin1,1.9298441,0.115786105,0.05362615007447491,1.0,0.34659915502950944
Armc1,1.9271674,0.070955485,0.053958775614864826,1.0,0.521301641564808
Msi2,1.9267753,0.049914338,0.05400764057517795,1.0,0.8349082465249782
Cdk5rap3,1.9235587,0.11250597,0.054409923126308386,1.0,0.3941368078175896
Rchy1,1.9222614,0.057515748,0.054572875601206564,1.0,0.7716644628632244
Tom1l1,1.9211018,0.055539705,0.05471887267517804,1.0,0.6909085045312349
Rnf130,1.9166124,0.063164756,0.055287197224848234,1.0,0.7040990744025543
Fkbp14,1.9144531,0.18731296,0.05556228009414297,1.0,0.18460347663430837
Tsg101,1.9118108,0.06676871,0.055900467796958696,1.0,0.6653336343406328
Map3k2,1.9071814,0.061298545,0.05649710430127995,1.0,0.7468636114425775
Vps28,1.9070692,0.054949176,0.056511627667902596,1.0,0.7744380301222304
Dync1li2,1.9064384,0.05547257,0.05659336152089012,1.0,0.7661818299093753
Bad,1.9062362,0.07733289,0.0566195716935421,1.0,0.6477892088883156
Kmt5b,1.9056087,0.05828086,0.056701002807932575,1.0,0.7946270197052279
Cdr2l,1.9035327,0.11423071,0.05697106879233868,1.0,0.3177992066307608
Zfp277,1.9005605,0.12181786,0.057359606610977644,1.0,0.37398006901667363
Selenos,1.8985612,0.058902647,0.05762219255460568,1.0,0.8636114425774825
Sdhaf3,1.8924612,0.10985308,0.05842955455808925,1.0,0.3546941013319573
Tex261,1.8910817,0.04109575,0.05861343403887066,1.0,0.917341245525204
Cisd1,1.8893901,0.052803665,0.05883957159390428,1.0,0.6812332699067952
Opa3,1.887281,0.067492984,0.059122552496724205,1.0,0.6481439674912116
Zfp53,1.8855405,0.09378339,0.05935690999027966,1.0,0.4023285064662818
Dhx38,1.8786308,0.058238685,0.060294928474837736,1.0,0.7105492308188474
Twsg1,1.8748488,0.082403995,0.0608135256180313,1.0,0.4459638146225046
Tecpr1,1.8726618,0.10497987,0.061115096118394066,1.0,0.3725287838230077
B3gat3,1.8724897,0.0858627,0.061138888296728436,1.0,0.5546489502370433
Drap1,1.8704838,0.040457536,0.06141667141069426,1.0,0.928016254394169
Tdrd3,1.8694608,0.0735986,0.0615587334344542,1.0,0.5617118715128842
Tcf3,1.8683401,0.103056304,0.0617146814112965,1.0,0.4101976972941594
Smpd4,1.8671383,0.17318447,0.06188227526178808,1.0,0.2590382816783307
Sumf2,1.8670284,0.09219034,0.06189762842487707,1.0,0.4685716128616119
Ak3,1.865229,0.066740505,0.06214931017243692,1.0,0.599316283419873
Smndc1,1.8628699,0.0398136,0.06248057513165405,1.0,0.8739639436256329
Sorbs1,1.8524004,0.06323469,0.06396834850196834,1.0,0.6807817589576547
Pygb,1.8503822,0.06697586,0.06425847566480752,1.0,0.49169542361402263
Apc,1.8476177,0.05285879,0.06465766601246321,1.0,0.7046795884800207
Cep250,1.846297,0.07617081,0.06484908104456671,1.0,0.5761279711032993
Tep1,1.842032,0.10528457,0.06547047160448362,1.0,0.42845163995226887
Coa4,1.8404404,0.10285234,0.06570361463387511,1.0,0.43593382139516884
Ntmt1,1.8398328,0.06687067,0.06579278950584323,1.0,0.6242461379688458
Ufd1,1.8377746,0.06509398,0.06609561715495306,1.0,0.6520140613409875
Il18,1.8371605,0.3755924,0.06618621371948505,1.0,0.11332924823426968
Smc5,1.8319402,0.051231913,0.06696033987034718,1.0,0.8980875286225691
Pias1,1.8311937,0.06570562,0.06707163009430156,1.0,0.608120746928113
Nagk,1.8259712,0.0867912,0.06785459721165886,1.0,0.46234721191988903
Tmod3,1.8248794,0.051164463,0.06801923078066999,1.0,0.7702131776695584
Chmp1b,1.8240197,0.047283437,0.06814909190526025,1.0,0.865030476989067
Sf3b6,1.8230778,0.03949109,0.06829160265101239,1.0,0.9465927048730932
Golga5,1.8200744,0.06261933,0.06874766074223461,1.0,0.4896636243428903
Hyou1,1.8175632,0.052290563,0.06913092082728749,1.0,0.7929499790369916
Cmas,1.8122284,0.064403854,0.06995089841790537,1.0,0.6769761666720417
Fam193b,1.8078345,0.06650803,0.07063225461763911,1.0,0.5178185571000097
Prmt2,1.8051434,0.10364045,0.07105225810844208,1.0,0.38536459509143095
Pax2,1.8025198,0.06264646,0.07146365656141528,1.0,0.5371367755668075
Hmga2,1.8010337,0.074168466,0.07169756585921737,1.0,0.6444673783339246
Dnpep,1.7997808,0.05016686,0.07189524992814961,1.0,0.8225884477698584
Fbxo38,1.7958034,0.0745636,0.07252578723461375,1.0,0.5595188183313445
Trim8,1.794505,0.048450314,0.07273260055474322,1.0,0.9057954655400393
D11Wsu47e,1.7919338,0.161175,0.07314358258150933,1.0,0.2595220434095527
Sccpdh,1.7884183,0.13431066,0.07370853758963994,1.0,0.2877092269487535
Uspl1,1.7879008,0.081482284,0.07379201951189157,1.0,0.45844486728803174
Zfp946,1.7863169,0.085504696,0.07404796170018285,1.0,0.3775599058277163
Prnp,1.7859082,0.10897739,0.0741141289560578,1.0,0.3702067275131422
Rnf135,1.783809,0.14645708,0.07445471719660927,1.0,0.30280259296287937
Ids,1.7822506,0.0533021,0.07470837153330441,1.0,0.7149030863998452
Rnf169,1.7804213,0.093477055,0.07500703992324373,1.0,0.5199471087173864
Spaca6,1.7803124,0.09494151,0.07502484201817325,1.0,0.46566904247428
Glod4,1.7731973,0.05594326,0.07619602277835974,1.0,0.7110329925500694
Lyrm4,1.7717744,0.14772388,0.0764320023284909,1.0,0.22227239010546004
Parp8,1.7710947,0.14153199,0.07654495216747641,1.0,0.32366884896958753
Rxylt1,1.7706071,0.08939556,0.07662605717454246,1.0,0.4887283516625278
Frk,1.7693043,0.059684698,0.07684311204394792,1.0,0.6322765827071306
Atp6v0e2,1.7673761,0.20991863,0.07716526533471843,1.0,0.17866933273131874
Aplp2,1.7646904,0.046052348,0.07761581202373985,1.0,0.9052149514625729
Slx4ip,1.7634575,0.12509058,0.07782335505634928,1.0,0.30306059921953105
Mapk8ip3,1.7622836,0.0854035,0.07802140824572928,1.0,0.3895571967620215
Ahnak,1.7574075,0.037191324,0.07884837145869884,1.0,0.9266617215467475
Yeats2,1.7549174,0.079838194,0.07927344944903651,1.0,0.46518528074305804
Wnt7b,1.7533679,0.07950635,0.07953887741762153,1.0,0.5464250008062695
Agpat4,1.7532346,0.06518095,0.07956174364073454,1.0,0.47637630212532656
Vps45,1.749134,0.11241413,0.08026787666926449,1.0,0.38068823168961846
Ulk1,1.7467182,0.06567246,0.08068624554785678,1.0,0.607701486761054
Gtf3c5,1.7463704,0.07512613,0.08074659769141634,1.0,0.5146902312381075
Atp6v1e1,1.7453631,0.03960134,0.08092169097940397,1.0,0.8973780114167769
Zfp329,1.7453042,0.12486175,0.08093193197589052,1.0,0.2982229819073113
Rhbdd1,1.7452965,0.08962014,0.08093328463899473,1.0,0.5094011029767472
Rnf34,1.7427229,0.0917283,0.08138202567935304,1.0,0.5036927145483278
Zfp330,1.742011,0.058507867,0.08150652620937274,1.0,0.6143128970877544
Mbtps2,1.7396641,0.060887307,0.08191802604857017,1.0,0.6613022865804495
Cetn2,1.7385244,0.05904203,0.08211844310420242,1.0,0.7413164769245654
Bloc1s5,1.7369872,0.14610948,0.08238942103361686,1.0,0.1682523301190054
Cnot3,1.7330476,0.050532736,0.08308721074442854,1.0,0.7030670493759473
Eml4,1.7319568,0.05157388,0.0832812404300628,1.0,0.6893282162092431
Slc52a2,1.7317291,0.19616109,0.08332179188232336,1.0,0.15967362208533556
Aurkaip1,1.7314371,0.060116306,0.08337383984901757,1.0,0.6420485696778147
Ap2s1,1.7306207,0.050870318,0.08351943674337528,1.0,0.8557745025316864
Rangrf,1.7289624,0.07721669,0.08381582057810852,1.0,0.4726029606217951
Atr,1.7280394,0.08746784,0.08398115560688314,1.0,0.3641435804818267
Ccdc9,1.7264867,0.073291264,0.08425989605551515,1.0,0.6121198439062148
Tmem164,1.7245562,0.06781321,0.08460747096271815,1.0,0.48701906021221014
Pwwp2a,1.7207555,0.050881382,0.08529521160946396,1.0,0.6980359273712388
Wdr6,1.7195137,0.084195055,0.08552088010467256,1.0,0.496017028412939
Zfp512,1.7191061,0.08578534,0.08559506424749401,1.0,0.5275905440706937
Epn1,1.7180086,0.024343982,0.0857950337470276,1.0,0.9605895442964492
Capn5,1.7146522,0.061725758,0.08640902568080845,1.0,0.5121746702357532
Tlr3,1.7108812,0.29330713,0.08710302920631606,1.0,0.1460960428290386
Smdt1,1.7102282,0.03724249,0.08722368357132661,1.0,0.9577192246911987
Hdac8,1.7093763,0.15040639,0.08738127042519318,1.0,0.2909665559389815
Shprh,1.7083056,0.06985123,0.08757965837972206,1.0,0.5105298803495985
Tmem230,1.7064263,0.07088443,0.08792874475710648,1.0,0.5826426290837553
Slc12a4,1.7049712,0.13693777,0.08819978850117732,1.0,0.2636178927338988
Cutc,1.7010716,0.07377227,0.0889295503075619,1.0,0.59925178185571
Elovl5,1.6985481,0.05369701,0.08940437295068207,1.0,0.6803624987905956
Pbx3,1.6977683,0.12505573,0.08955149530603888,1.0,0.2607475731286484
Traf4,1.6958213,0.06577286,0.08991973336884275,1.0,0.6541748637404458
Cep68,1.6949793,0.09479985,0.09007933710352363,1.0,0.3767536362756797
Ube2n,1.6914618,0.034605645,0.09074864543224524,1.0,0.9129873899442061
Gosr2,1.6911708,0.038856212,0.09080419473266386,1.0,0.8721578998290709
Rpf1,1.6906543,0.041136794,0.09090285147830011,1.0,0.8311349050214468
Ireb2,1.6902533,0.07852311,0.09097950248238654,1.0,0.48343922340116746
Hs6st1,1.6899079,0.058203947,0.09104557867150166,1.0,0.4873415680330248
Ywhae,1.6888038,0.04833897,0.09125702631764647,1.0,0.788467120327668
Ly6g2,1.6875143,0.06779399,0.09150449853342364,1.0,0.5390718224916954
Cnksr3,1.6869179,0.11708727,0.0916191447255089,1.0,0.2429773922017609
Dhx8,1.6855572,0.053777955,0.09188110672425417,1.0,0.5597123230238333
Emc3,1.6854451,0.03929959,0.09190273205117602,1.0,0.8963459863901699
Lmbrd1,1.6841433,0.04751949,0.09215397065205919,1.0,0.7960460541168123
Leo1,1.6834136,0.050637096,0.09229505117913478,1.0,0.7357048408423904
Fkbp8,1.6826938,0.03374175,0.0924343689640924,1.0,0.9658464217757281
Rara,1.6789519,0.06755968,0.09316141606654789,1.0,0.525881252620376
Ctnnb1,1.6785564,0.024183989,0.09323851000453603,1.0,0.9968071725739349
Ube2e1,1.6752199,0.03133226,0.09389108465877744,1.0,0.8294256135711291
Ccdc122,1.6736505,0.09152239,0.09419930213854658,1.0,0.3626277937239978
Klhl7,1.6690333,0.15020993,0.0951107736696252,1.0,0.23414067791143936
Pop5,1.6665642,0.050172668,0.09560108409927202,1.0,0.5708710936240203
Mphosph8,1.665469,0.07426654,0.09581920563954958,1.0,0.5483600477311574
Ptprf,1.6640908,0.030545903,0.0960943039770379,1.0,0.9681362273035121
Rida,1.6580673,0.04582443,0.09730387019676107,1.0,0.9656206663011578
Osgin1,1.6558837,0.07164986,0.09774536860949126,1.0,0.5383623052859032
Prpf31,1.6553361,0.07705971,0.09785633072284132,1.0,0.4652175315251395
Stap2,1.6546975,0.0914737,0.0979858761344229,1.0,0.5136259554294191
Sult1c2,1.6500026,0.08104903,0.09894241445067543,1.0,0.4381591253587899
Eif4b,1.649776,0.02848774,0.09898876598840028,1.0,0.9416905859967104
Sco2,1.642603,0.062917076,0.10046508988552943,1.0,0.6446931338084949
Ndufc2,1.6418556,0.045516137,0.10061994479219301,1.0,0.8665140129648145
Pon3,1.6414613,0.050384067,0.10070170563311773,1.0,0.5882542651659303
Raf1,1.6394064,0.03067113,0.10112864045936061,1.0,0.8555164962750347
Usp33,1.6390821,0.048025377,0.10119615848816241,1.0,0.7039700712742284
Leprot,1.639001,0.24226665,0.10121304360455698,1.0,0.1720579224046183
Ints12,1.6376338,0.070024654,0.10149811568413951,1.0,0.5604863417937885
Sap30l,1.6366752,0.042581584,0.10169834816386221,1.0,0.82768407133873
Zzef1,1.6326778,0.082357556,0.10253677768079307,1.0,0.47392524268713515
Uqcc3,1.6322991,0.084481955,0.10261650202618483,1.0,0.5346212145644532
Vps11,1.6297755,0.073215224,0.10314894544744514,1.0,0.5738059147934338
Limk2,1.6290703,0.09357037,0.10329814986685724,1.0,0.4336117650853033
Pgrmc1,1.6289225,0.018760564,0.10332942227809272,1.0,0.9815203018673203
Tsku,1.6285805,0.0997762,0.10340187149554537,1.0,0.3547908536782017
Pafah1b3,1.6282939,0.043971166,0.10346259055125166,1.0,0.6971974070371206
Aamdc,1.6269921,0.10244864,0.10373877197705607,1.0,0.2962556842003419
Nrbp2,1.626891,0.16469029,0.10376024058575278,1.0,0.24562195633244105
Scap,1.6259214,0.10193337,0.10396637712784029,1.0,0.336794917276744
Cpne8,1.6245974,0.07625365,0.10424836262144149,1.0,0.5722578772535234
Fhod1,1.6243331,0.10740518,0.10430473778663547,1.0,0.3285709678459703
Chpt1,1.6231991,0.10316892,0.10454685731350363,1.0,0.4096816847808559
Thbs1,1.6205933,0.32229704,0.10510487774776758,1.0,0.1082658754474796
Kidins220,1.6204523,0.07302958,0.10513515333612745,1.0,0.5656787177089044
Etl4,1.6157929,0.07172815,0.10613909727766155,1.0,0.6461766697842423
Psme1,1.6126385,0.044826567,0.1068230683228004,1.0,0.8535169477859839
Pdcd5,1.6113245,0.022073489,0.10710900446823811,1.0,0.9144064243557907
Fitm2,1.611319,0.08158012,0.10711021427512721,1.0,0.3512432676492405
Nrd1,1.6097873,0.035990138,0.10744429245901356,1.0,0.8338762214983714
Appl2,1.6084145,0.06935274,0.10774442813932784,1.0,0.5569387557648273
Amotl1,1.6082535,0.074964546,0.10777968169561797,1.0,0.5699680717257394
Ubn2,1.6061909,0.069899805,0.1082319782503742,1.0,0.6473054471570936
Braf,1.603875,0.12486451,0.10874159594743114,1.0,0.30560841100396685
R3hdm4,1.5994755,0.052401837,0.10971497435503667,1.0,0.6334376108620634
Ccnt2,1.5994478,0.054346655,0.10972113966706117,1.0,0.7448640629535266
Cited2,1.5993145,0.046512168,0.1097507369765499,1.0,0.9012481052665527
Dmac2l,1.5985092,0.10343973,0.10992968830293044,1.0,0.30383461798948624
Cipc,1.5981294,0.087887675,0.11001418396312533,1.0,0.3842035669364982
Tmem267,1.5978428,0.06915345,0.11007796025624579,1.0,0.36601412584255166
Selenoi,1.5971986,0.0675389,0.11022143996890231,1.0,0.5784500274131648
Atxn7l1,1.5968698,0.07901363,0.1102947210180382,1.0,0.41855064985325896
Brpf1,1.594985,0.06780233,0.11071559231529553,1.0,0.613184119714903
Ptbp1,1.5933712,0.019551076,0.1110769563054203,1.0,0.9819395620343794
Psmg4,1.5901101,0.06700163,0.11180998636552571,1.0,0.47998838971845065
Tmed9,1.5898046,0.052212868,0.1118788405224894,1.0,0.792143709484955
Gatd1,1.5889294,0.06976328,0.11207632422745256,1.0,0.5461669945496178
Skp1,1.5863382,0.020420404,0.1126626185408446,1.0,0.9860999129228883
Atg101,1.584791,0.053481817,0.11301383733905591,1.0,0.656206663011578
Smox,1.5846899,0.099866346,0.11303681127051833,1.0,0.3491792175960267
Laptm4b,1.583899,0.042157087,0.11321669041632837,1.0,0.7238688038184926
Aggf1,1.5832937,0.054875,0.1133545311335808,1.0,0.6844260973328603
Arpc5,1.5824429,0.043388333,0.11354849034576768,1.0,0.8202341406779114
Eef1akmt4,1.5802382,0.06900217,0.11405232959494085,1.0,0.48318121714451573
Neil3,1.5733252,0.17950737,0.11564354362690465,1.0,0.2091463217983036
Abhd13,1.5726709,0.17663299,0.11579502558040981,1.0,0.1932789370142226
Kdelr1,1.5714614,0.03739093,0.11607551076694819,1.0,0.8889605572935144
Dmtf1,1.570966,0.06990513,0.11619053748524102,1.0,0.4576063469539136
Nherf1,1.5707794,0.06840963,0.11623388915204035,1.0,0.6528525816751056
Spsb3,1.5706673,0.060026392,0.11625995787780213,1.0,0.553939433031251
